Year,Utility ID,Name,Class,Owner,First of Year,Added During Year,Retired During Year,Adjustments Increase or (Decrease),End of Year,Tested During Year,Residential,Commercial,Industrial,Public Authority,Wholesale or Interdepartment or Utility Use,Multifamily,Irrigation,In Stock,Deducted Qty,Total,
2024,5990,Two Rivers Water and Light Utility,AB,Muni,5498,431,399,0,5530,27,4715,302,16,20,0,61,0,415,0,5530,
2024,6010,Village of Union Center Water Utility,D,Muni,137,0,5,0,132,0,108,12,0,6,0,1,0,5,0,132,
2024,6020,Union Grove Municipal Water Utility,C,Muni,1762,67,3,0,1826,24,1472,171,23,14,0,73,0,60,0,1826,
2024,6060,Valders Public Utility,D,Muni,462,0,0,0,462,3,371,43,6,12,0,7,0,23,0,462,
2024,6100,Verona Water Utility,AB,Muni,5640,120,248,-4,5508,63,4716,435,46,56,0,114,0,115,10,5508,
2024,6110,Vesper Municipal Water And Sewer Utility,D,Muni,263,0,0,0,263,0,226,23,2,9,0,0,0,3,0,263,
2024,6130,Viola Municipal Water And Electric Utility,C,Muni,333,8,3,0,338,1,293,25,0,14,0,0,0,6,0,338,
2024,6140,City of Viroqua Municipal Water Utility,C,Muni,2165,77,52,1,2191,13,1809,267,11,33,0,28,0,43,0,2191,
2024,6160,Wabeno Sanitary District No 1,D,Sani,340,0,4,0,336,4,256,44,0,15,0,8,0,13,0,336,
2024,6170,Waldo Water And Sewer Utility,D,Muni,228,6,5,0,229,0,200,16,1,3,0,2,0,6,0,229,
2024,6180,Walworth Municipal Water And Sewer Utility,C,Muni,1258,34,16,0,1276,0,1022,124,28,15,0,24,0,63,0,1276,
2024,6185,Warrens Municipal Water and Sewer Utilities,D,Muni,344,0,0,0,344,4,116,203,0,4,0,4,0,17,0,344,
2024,6190,Washburn Municipal Water And Sewer Utility,D,Muni,960,6,5,1,962,6,785,83,4,34,0,4,0,18,3,962,
2024,6210,Village of Waterford Water and Sewer Utility,C,Muni,3981,1579,2440,-354,2766,25,1979,194,12,18,0,232,0,157,174,2766,
2024,6220,Waterloo Water And Light Commission,AB,Muni,2250,365,881,-1,1733,888,1150,111,11,15,0,24,0,385,28,1733,
2024,6230,Watertown Water Department,AB,Muni,9108,551,167,15,9507,820,7866,684,73,49,0,177,0,620,30,9507,
2024,6240,City of Waukesha Water Utility,AB,Muni,21083,1623,1082,37,21661,362,18261,1279,146,116,0,1024,174,661,0,21661,
2024,6260,Waunakee Water And Light Commission,AB,Muni,5517,124,3,0,5638,677,5098,269,17,31,0,73,0,135,0,5638,
2024,6280,Waupaca Water Utility,AB,Muni,2790,16,9,0,2797,33,2071,496,44,48,0,48,0,90,0,2797,
2024,6290,Waupun Public Utilities,AB,Muni,3494,26,30,-7,3483,31,3041,270,10,37,0,94,0,29,0,3483,
2024,6300,Wausau Water Utility,AB,Muni,19680,3027,2731,-78,19898,2876,14660,1326,79,133,0,247,483,2970,0,19898,
2024,6310,Wausaukee Water and Sewer Utility,D,Muni,353,2,2,-1,352,13,226,88,3,16,0,0,0,19,0,352,
2024,6320,Wauwatosa Water Utility,AB,Muni,15857,145,254,7,15755,106,14344,785,19,45,0,344,0,218,0,15755,
2024,6325,Wautoma Public Water Utility,C,Muni,1055,18,2,1,1072,64,680,125,6,38,0,103,32,26,62,1072,
2024,6330,Wauzeka Municipal Water Utility,D,Muni,294,10,15,9,298,0,251,23,0,10,0,4,0,10,0,298,
2024,6335,Harrison Utilities,C,Muni,2882,300,87,0,3095,189,2747,78,0,8,0,34,1,219,0,3095,
2024,6350,Village of Webster Municipal Water Utility,D,Muni,410,0,0,1,411,200,274,64,2,29,0,4,0,38,0,411,
2024,6360,West Allis Municipal Water Utility,AB,Muni,19986,646,617,0,20015,91,17300,1465,60,45,0,688,0,457,0,20015,
2024,6370,West Baraboo Municipal Water and Sewer Utility,D,Muni,869,19,0,-18,870,24,432,82,1,19,0,317,0,18,0,870,
2024,6380,City of West Bend Water Utility,AB,Muni,12729,651,792,-5,12583,15,11057,836,79,65,0,189,0,268,0,12583,
2024,6385,Westboro San Dist Wtr system,D,Sani,94,0,0,-3,91,0,70,3,0,4,0,2,0,12,0,91,
2024,6390,Brookfield Tn Of  Sanitary Dist No 4,C,Sani,2106,16,5,0,2117,44,1805,194,0,8,0,59,0,51,0,2117,
2024,6400,City of Westby Municipal Electric and Water Utility,C,Muni,1230,37,58,-27,1182,61,977,132,4,20,0,8,0,41,0,1182,
2024,6420,Weston Water Utility,AB,Muni,6718,35,24,-524,6205,56,5202,500,49,41,0,257,0,156,0,6205,
2024,6430,West Salem Municipal Joint Water and Sewer Utility,C,Muni,3086,33,7,-854,2258,37,1812,180,11,27,0,30,0,172,20,2258,
2024,6445,Westport Water Utility District,D,Muni,563,20,0,0,583,0,550,16,0,3,0,14,0,0,0,583,
2024,6450,City of Weyauwega Water and Sewer Utility,D,Muni,849,0,0,-3,846,10,693,59,20,24,0,11,0,18,21,846,
2024,6470,Weyerhaeuser Municipal Water Utility,D,Muni,251,0,0,0,251,0,112,16,4,5,0,1,0,113,0,251,
2024,6475,Village of Wheeler Municipal Water Utility,D,Muni,142,0,0,0,142,0,121,13,0,2,0,3,0,3,0,142,
2024,6480,Village of Whitefish Bay Water Utility,AB,Muni,5102,7,60,0,5049,25,4617,74,0,13,0,90,0,233,11,5049,
2024,6500,Whitehall Municipal Water Utility,C,Muni,758,2,13,0,747,76,590,83,4,30,0,11,6,21,0,747,
2024,6505,Village of White Lake Water Utility,D,Muni,190,0,6,-1,183,4,148,8,3,9,0,5,0,8,0,183,
2024,6510,Whitelaw Municipal Water And Sewer Utility,D,Muni,358,0,29,0,329,29,300,18,0,5,0,2,0,4,0,329,
2024,6520,Whitewater Municipal Water Utility,C,Muni,3799,421,381,2,3841,46,3230,304,35,85,0,105,0,54,28,3841,
2024,6530,Whiting Municipal Water And Sewer Utility,C,Muni,766,12,2,0,776,0,669,38,6,2,0,10,0,33,16,776,
2024,6540,Williams Bay Municipal Water Utility,C,Muni,2213,95,105,0,2203,73,2062,89,0,14,0,31,0,1,6,2203,
2024,6545,Village of Wilson Municipal Water Utility,D,Muni,73,0,3,0,70,3,60,6,0,0,0,0,0,4,0,70,
2024,6560,Wind Point Municipal Water Utility,D,Muni,849,1,1,-36,813,11,780,26,0,7,0,0,0,0,0,813,
2024,6572,Windsor Water Utility,C,Muni,2224,652,116,0,2760,132,2028,90,9,14,0,56,0,556,0,2760,
2024,6578,Winnebago Area Sanitary District,D,Sani,0,26,0,0,26,0,18,2,0,0,0,5,0,1,0,26,
2024,6580,Winneconne Water Utility,C,Muni,1379,273,105,-125,1422,7,1071,109,18,22,0,18,0,184,0,1422,
2024,6590,Village of Winter Water Utility,D,Muni,223,0,0,0,223,0,167,40,2,14,0,0,0,0,0,223,
2024,6600,Wiota Sanitary District Number One,D,Sani,61,2,2,3,64,0,47,10,1,2,0,0,0,4,0,64,
2024,6620,Wisconsin Dells Municipal Water Utility,C,Muni,1640,232,48,180,2004,0,1096,407,0,27,0,18,0,456,0,2004,
2024,6700,Wisconsin Rapids Water Works and Lighting Commission,AB,Muni,8880,36,49,1,8868,208,7162,669,23,63,0,125,682,140,0,8868,
2024,6730,Withee Municipal Water Utility,D,Muni,262,0,0,7,269,4,199,34,4,2,0,10,0,12,0,269,
2024,6740,Wittenberg Municipal Water and Sewer Utility,D,Muni,505,10,3,0,512,7,369,83,6,19,0,19,0,10,6,512,
2024,6760,Wonewoc Electric and Water Utility,C,Muni,370,1,10,0,361,5,293,40,1,7,0,6,0,10,4,361,
2024,6790,Woodville Water And Sewer Utility,D,Muni,569,0,0,-1,568,9,464,24,27,11,0,15,0,14,13,568,
2024,6800,Village of Wrightstown Water Utility,C,Muni,1409,88,24,14,1487,4,1179,75,33,16,0,28,0,92,64,1487,
2024,6810,GREENLEAF WATER UTILITY,D,Muni,233,0,0,2,235,0,183,13,0,6,0,4,0,27,2,235,
2024,6818,Wyocena Municipal Water and Sewer Utility,D,Muni,274,1,1,-2,272,2,236,11,1,6,0,7,0,8,0,272,
2024,6819,Town of Yorkville Water Utility,D,Muni,40,4,5,0,39,5,0,36,0,0,0,0,1,0,0,39,
2024,6820,Yuba Municipal Waterworks,D,Muni,42,40,42,0,40,0,27,4,0,2,0,0,0,7,0,40,
2023,10,Abbotsford Municipal Water Utility,D,Muni,911,26,14,0,923,19,701,116,18,23,0,40,0,25,0,923,
2023,20,Adams Municipal Water And Sewer Utility,D,Muni,892,34,34,37,929,9,655,133,2,9,0,33,0,37,52,929,
2023,30,Adell Municipal Sewer And Water Utility,D,Muni,268,6,6,0,268,6,228,30,3,5,0,0,0,1,0,268,
2023,40,Albany Municipal Water And Sewer Utility,D,Muni,473,10,10,0,473,7,408,38,2,17,0,0,0,5,3,473,
2023,50,Algoma Utility Commission,AB,Muni,1730,409,211,0,1928,478,1396,179,10,20,0,22,0,263,37,1928,
2023,51,Algoma Sanitary District No 1,C,Sani,1428,37,10,0,1455,37,1411,18,0,7,0,0,0,16,0,1455,
2023,60,Allenton Sanitary District No 1,D,Sani,425,0,23,-1,401,4,271,22,7,4,0,11,0,86,0,401,
2023,70,Village of Allouez Water Department,AB,Muni,5643,0,8,-2,5633,20,5334,192,0,23,0,18,0,66,0,5633,
2023,80,Alma Municipal Water Utility,D,Muni,334,0,0,0,334,0,224,82,2,11,0,0,0,15,0,334,
2023,90,Alma Center Water Utility,D,Muni,293,80,51,2,324,51,185,24,0,12,0,19,0,84,0,324,
2023,100,Almena Municipal Water Utility,D,Muni,333,4,0,62,399,336,281,39,0,7,0,9,0,63,0,399,
2023,120,Altoona Municipal Water And Sewer Utility,C,Muni,5193,1525,517,-1032,5169,11,3484,267,11,49,0,29,0,1329,0,5169,
2023,140,Amery Municipal Joint Water and Sewer Utility,C,Muni,1544,1,0,-13,1532,100,1002,157,22,59,0,17,0,106,169,1532,
2023,160,Village of Amherst Water Utility,D,Muni,700,16,0,-16,700,10,429,60,7,29,0,12,0,11,151,700,
2023,180,Antigo Utilities,AB,Muni,3671,367,309,-12,3717,575,2862,485,35,41,0,95,0,199,0,3717,
2023,190,Appleton Water Department,AB,Muni,29057,252,42,0,29267,110,26064,1739,68,113,0,353,0,846,78,29267,
2023,200,Applewood Hill Water Utility,D,Priv,43,3,3,1,44,0,41,0,0,0,0,0,0,2,0,44,
2023,210,Arcadia Electric and Water Utility,C,Muni,1448,0,20,0,1428,162,1144,134,27,55,0,11,0,46,0,1428,
2023,220,Arena Municipal Water Utility,D,Muni,452,20,1,0,471,0,332,17,2,8,0,5,0,34,73,471,
2023,230,Argyle Municipal Electric and Water Utility,C,Muni,418,0,0,2,420,0,319,66,2,9,0,9,0,15,0,420,
2023,240,Arlington Water Utility,D,Muni,394,50,27,9,426,37,333,32,5,4,0,0,0,50,0,426,
2023,250,Ashland Water Utility,AB,Muni,3325,2978,1051,187,5439,23,2476,369,14,87,0,93,0,2272,16,5439,
2023,255,Ashwaubenon Water And Sewer Utility,AB,Muni,8344,2022,1025,-1572,7769,79,5057,1499,59,47,0,1107,0,0,0,7769,
2023,260,Athens Municipal Water Utility,D,Muni,497,0,7,0,490,0,404,48,4,13,0,11,0,10,0,490,
2023,270,City of Augusta Municipal Water and Sewer Utility,D,Muni,689,90,37,0,742,2,521,51,13,30,0,11,0,116,0,742,
2023,280,Avoca Municipal Water Utility,D,Muni,350,0,2,0,348,25,312,10,0,8,0,0,0,18,0,348,
2023,310,Bagley Municipal Water Utility,D,Muni,408,16,10,-12,402,0,352,15,0,7,0,1,0,23,3,402,
2023,320,Baldwin Municipal Water Utility,C,Muni,1912,304,250,0,1966,1,1565,162,26,27,0,6,0,180,0,1966,
2023,340,Balsam Lake Municipal Water Utility,D,Muni,577,5,8,0,574,5,490,53,7,10,0,12,0,2,0,574,
2023,350,Bangor Municipal Utility,C,Muni,665,32,3,-1,693,0,563,44,0,11,0,27,0,32,16,693,
2023,360,City of Baraboo Water Utility,AB,Muni,4977,118,18,0,5077,163,4409,449,35,62,0,84,0,38,0,5077,
2023,370,Barneveld Municipal Water Utility,D,Muni,543,46,9,6,586,0,470,38,8,7,0,8,0,55,0,586,
2023,380,Barron Light And Water Utility,C,Muni,1444,160,86,1,1519,20,1099,176,5,34,0,21,0,173,11,1519,
2023,381,Village of Bay City Water Utility,D,Muni,180,25,19,0,186,27,138,15,0,7,0,4,0,22,0,186,
2023,385,Bayfield Water and Sewer Utility,D,Muni,510,19,3,1,527,12,340,136,0,33,0,0,0,18,0,527,
2023,395,Bear Creek Water Utility,D,Muni,163,5,6,1,163,0,133,11,4,4,0,3,0,7,1,163,
2023,400,Beaver Dam Water Utility,AB,Muni,7085,209,187,0,7107,441,6111,553,55,52,0,111,0,139,86,7107,
2023,405,Beaver Brook Sanitary District No 1,D,Sani,96,0,2,0,94,0,67,25,0,2,0,0,0,0,0,94,
2023,410,Belgium Municipal Water Utility,D,Muni,1109,13,4,2,1120,0,933,53,19,12,0,46,0,9,48,1120,
2023,420,Belleville Municipal Water and Sewer Utility,C,Muni,1299,33,0,-95,1237,0,1094,96,3,29,0,15,0,0,0,1237,
2023,430,Bellevue Water Utility,AB,Muni,4950,62,3,0,5009,80,4270,474,10,22,0,209,0,23,0,5009,
2023,440,Belmont Municipal Water And Electric Utility,C,Muni,468,45,40,-1,472,45,375,38,7,14,0,6,0,32,0,472,
2023,455,Beloit Water Utility,AB,Muni,16362,2006,142,-97,18129,95,13872,1573,12,47,0,122,0,2076,427,18129,
2023,460,Benton Municipal Electric And Water Utility,C,Muni,459,65,5,-11,508,0,401,36,0,6,0,4,0,58,0,508,
2023,480,Berlin Municipal Water And Sewer Utility,C,Muni,2421,1,9,0,2413,59,1829,191,33,18,0,55,0,103,184,2413,
2023,490,Birchwood Municipal Water Utility,D,Muni,285,1,0,11,297,38,224,44,2,8,0,3,0,5,11,297,
2023,500,Birnamwood Municipal Water Utility,D,Muni,297,16,6,1,308,0,215,59,4,8,0,1,0,18,2,308,
2023,510,Biron Municipal Water Utility,D,Muni,430,148,148,4,434,1,352,37,6,6,0,2,0,10,21,434,
2023,520,Black Creek Municipal Water and Sewer Utility,D,Muni,511,39,39,0,511,0,431,54,9,11,0,4,0,0,0,511,
2023,531,Village of Black Earth Water Utility,C,Muni,754,0,0,0,754,0,651,35,0,8,0,22,0,0,38,754,
2023,550,Black River Falls Municipal Electric and Water,AB,Muni,1684,20,8,0,1696,31,1209,209,18,49,0,34,0,26,149,1696,
2023,560,Blair Municipal Water Utility,D,Muni,651,24,20,0,655,0,540,55,5,14,0,2,0,38,0,655,
2023,570,Blanchardville Municipal Water Utility,D,Muni,388,0,4,0,384,0,323,40,0,15,0,6,0,0,0,384,
2023,585,City of Bloomer Water Utility,C,Muni,1857,37,1,-23,1870,6,1548,192,9,24,0,16,0,78,0,1870,
2023,610,Bloomington Municipal Water Utility,D,Muni,365,148,25,-57,431,0,291,44,0,4,0,4,0,88,0,431,
2023,615,Village of Blue Mounds Municipal Water Utility,D,Muni,436,8,0,-3,441,4,283,17,0,1,0,5,0,18,110,441,
2023,620,Blue River Municipal Water And Sewer Utility,D,Muni,233,10,5,5,243,0,198,25,0,6,0,3,0,8,3,243,
2023,627,Bluffview Sanitary District,D,Sani,36,34,34,0,36,2,17,6,0,1,0,10,0,2,0,36,
2023,630,Bonduel Water and Sewer Utility,D,Muni,611,0,1,1,611,162,482,78,11,22,0,12,0,6,0,611,
2023,650,Boscobel Municipal Utilities,C,Muni,1522,243,99,-96,1570,93,1086,163,0,39,0,19,0,259,0,1570,
2023,670,Bowler Water And Sewer Utility,D,Muni,144,8,2,0,150,0,109,13,0,17,0,2,0,8,1,150,
2023,680,Boyceville Municipal Water Utility,D,Muni,486,10,0,0,496,0,394,42,4,25,0,14,0,17,0,496,
2023,690,Boyd Municipal Water And Sewer Utility,D,Muni,290,4,4,0,290,9,235,31,1,7,0,1,0,7,7,290,
2023,700,Brandon Sewer and Water Utility,D,Muni,406,2,0,0,408,0,351,30,3,16,0,0,0,8,0,408,
2023,705,Bridgeport Sanitary Dist,D,Sani,175,3,0,0,178,0,102,53,3,2,0,3,0,15,0,178,
2023,710,Brillion Municipal Water Utility,C,Muni,1245,147,128,1,1265,11,1070,108,15,22,0,30,0,20,0,1265,
2023,720,Bristol Water Utility,D,Muni,573,8,2,18,597,52,471,55,23,8,0,10,0,30,0,597,
2023,730,Town of Brockway Sanitary District 1,D,Sani,598,26,15,0,609,18,514,52,0,26,0,11,0,6,0,609,
2023,740,Brodhead Water And Light Commission,C,Muni,1372,37,8,0,1401,8,1167,135,10,25,0,17,0,44,0,1401,
2023,760,Brookfield Municipal Water Utility,AB,Muni,14081,1200,148,19,15152,207,12022,863,12,34,0,270,0,1951,0,15152,
2023,770,Brooklyn Water Utility,D,Muni,711,17,22,0,706,42,557,24,6,10,0,3,0,106,0,706,
2023,780,Brown Deer Water Public Utility,AB,Muni,3849,56,12,1,3894,9,3415,198,16,16,0,93,0,131,18,3894,
2023,790,Brownsville Water Utility,D,Muni,341,0,0,1,342,34,256,33,0,8,0,5,0,40,0,342,
2023,800,Browntown Municipal Water Utility,D,Muni,143,0,0,0,143,0,120,5,5,6,0,0,0,3,4,143,
2023,810,Bruce Municipal Water and Sewer Utility,D,Muni,504,32,38,-143,355,4,274,38,0,18,0,1,0,23,1,355,
2023,840,Burlington Municipal Waterworks,C,Muni,4033,51,63,43,4064,123,3236,531,21,50,0,91,0,135,0,4064,
2023,860,Butler Public Water Utility,C,Muni,866,25,66,9,834,0,565,221,10,5,0,0,0,33,0,834,
2023,870,Butternut Municipal Water Department,D,Muni,299,0,0,-11,288,0,140,27,1,9,0,5,0,106,0,288,
2023,890,Cadott Light And Water Municipal Utility,C,Muni,697,15,45,0,667,56,529,83,3,11,0,1,0,40,0,667,
2023,900,Village of Caledonia Water Utility,AB,Muni,7776,907,38,-137,8508,38,7103,251,41,35,0,0,0,1076,0,8508,
2023,910,Cambria Municipal Water Utility,D,Muni,343,0,0,6,349,0,291,20,19,14,0,5,0,0,0,349,
2023,920,Cambridge Municipal Water Utility,D,Muni,906,9,10,35,940,24,690,93,4,12,0,4,0,22,115,940,
2023,930,Village of Cameron Municipal Water Utility,D,Muni,807,55,65,15,812,25,678,89,0,24,0,8,0,13,0,812,
2023,940,Campbellsport Municipal Water Utility,D,Muni,879,149,24,-12,992,12,735,67,3,21,0,18,0,148,0,992,
2023,950,Camp Douglas Municipal Water Utility,D,Muni,260,213,71,-3,399,213,211,22,1,6,0,3,0,156,0,399,
2023,955,Cascade Water Utility,D,Muni,312,0,15,0,297,0,257,21,3,8,0,0,0,8,0,297,
2023,970,Cashton Municipal Electric And Water Utility,C,Muni,604,8,4,0,608,8,506,64,0,17,0,0,0,11,0,608,
2023,980,Cassville Water and Sewer Utility,D,Muni,437,1,0,-2,436,0,355,35,2,13,0,7,0,17,7,436,
2023,990,Village of Cazenovia Water Utility,D,Muni,155,0,2,0,153,0,145,6,0,2,0,0,0,0,0,153,
2023,1000,Cedarburg Light And Water Commission,AB,Muni,4782,23,13,0,4792,26,4135,299,28,45,0,139,0,145,0,4792,
2023,1010,Cedar Grove Municipal Water Utility,D,Muni,841,0,0,1,842,0,743,45,9,14,0,18,0,12,0,842,
2023,1050,Centuria Municipal Water And Sewer Utility,D,Muni,312,0,4,11,319,2,242,42,0,4,0,9,0,11,11,319,
2023,1060,Chaseburg Water and Sewer Utility,D,Muni,142,8,2,0,148,8,99,9,4,4,0,3,0,29,0,148,
2023,1080,Chetek Municipal Water Utility,C,Muni,1044,11,11,2,1046,9,828,140,13,37,0,16,0,12,0,1046,
2023,1100,Chilton Municipal Water Utility,C,Muni,1759,19,9,0,1769,51,1452,142,36,25,0,42,14,57,0,1769,
2023,1120,Chippewa Falls Department of Public Utilities,AB,Muni,7267,296,702,2,6863,804,5626,444,103,48,0,125,0,517,0,6863,
2023,1150,Clayton Municipal Water Utility,D,Muni,489,0,0,0,489,1,250,27,4,7,0,13,0,188,0,489,
2023,1160,Clear Lake Municipal Water Utility,D,Muni,512,0,0,0,512,6,387,56,17,12,0,8,0,32,0,512,
2023,1180,Cleveland Water Utility,D,Muni,856,0,139,3,720,110,624,30,4,19,0,4,0,36,0,720,
2023,1190,Clinton Municipal Waterworks,D,Muni,1048,253,76,0,1225,35,744,99,12,17,0,13,0,330,10,1225,
2023,1200,Clintonville Water and Electric Utility,C,Muni,2202,44,57,0,2189,76,1762,196,30,25,0,33,0,114,27,2189,
2023,1210,Clyman Utility Commission,D,Muni,173,0,0,0,173,2,142,8,5,6,0,7,0,3,2,173,
2023,1220,Cobb Municipal Water Utility,D,Muni,258,8,4,-2,260,0,200,23,0,8,0,2,0,26,0,260,
2023,1240,Cochrane Municipal Water Utility,D,Muni,222,0,1,0,221,0,175,33,6,3,0,0,0,4,0,221,
2023,1250,City of Colby Municipal Water Utility,D,Muni,734,43,20,7,764,27,601,89,7,12,0,16,0,39,0,764,
2023,1260,Coleman Water Utility,D,Muni,462,3,2,-10,453,11,294,55,7,10,0,4,69,10,4,453,
2023,1270,Colfax Municipal Water And Sewer Utility,D,Muni,484,5,4,1,486,0,385,74,7,16,0,0,0,2,0,486,
2023,1280,Coloma Municipal Water Utility,D,Muni,256,0,4,8,260,2,194,40,2,6,0,0,0,16,0,260,
2023,1300,Columbus Water And Light Department,AB,Muni,2725,28,9,0,2744,65,2068,229,11,30,0,33,0,361,0,2744,
2023,1310,Combined Locks Water Utility,C,Muni,1519,3,2,0,1520,170,1403,21,7,12,0,0,0,76,0,1520,
2023,1360,Coon Valley Municipal Water Utility,D,Muni,384,13,3,0,394,0,313,37,4,13,0,3,0,24,0,394,
2023,1370,Cornell Municipal Water And Electric Utility,C,Muni,836,13,16,0,833,20,558,71,7,14,0,8,0,175,0,833,
2023,1390,Cottage Grove Water and Sewer Utility,C,Muni,2550,49,0,57,2656,23,2332,117,9,33,0,57,0,50,51,2656,
2023,1395,Country Estates Sanitary District,D,Sani,211,0,0,0,211,1,208,0,0,0,0,0,0,2,0,211,
2023,1400,Crandon Water And Sewer Utility,D,Muni,730,35,20,0,745,0,571,130,7,20,0,0,0,17,0,745,
2023,1435,Village of Crivitz Water Utility,D,Muni,760,6,25,5,746,2,356,127,1,15,0,25,14,206,0,746,
2023,1450,Cross Plains Water Utility,C,Muni,1740,17,16,0,1741,46,1367,76,4,11,0,27,203,53,0,1741,
2023,1470,Cuba City Electric and Water Utility,C,Muni,971,49,4,-35,981,9,800,78,11,11,0,17,0,64,0,981,
2023,1480,City of Cudahy Water Utility,AB,Muni,5750,31,48,0,5733,936,4963,352,57,23,0,228,0,105,0,5733,
2023,1490,Cumberland Municipal Utility,C,Muni,1147,65,56,0,1156,83,913,140,6,20,0,21,0,36,16,1156,
2023,1505,Curtiss Municipal Water and Sewer Utility,D,Muni,118,0,0,-14,104,0,67,13,4,3,0,4,0,9,0,104,
2023,1520,Dallas Municipal Water Utility,D,Muni,186,10,10,0,186,0,146,25,0,6,0,1,0,8,0,186,
2023,1535,Danbury Sanitary District,D,Sani,107,0,0,0,107,0,80,21,0,6,0,0,0,0,0,107,
2023,1540,Dane Water and Sewer Utility,D,Muni,457,0,25,-7,425,0,382,19,4,6,0,6,0,6,0,425,
2023,1545,Darboy Joint Sanitary District No 1,AB,Sani,5498,3,356,0,5145,621,4710,266,4,9,0,53,0,78,25,5145,
2023,1550,Darien Water Works and Sewer System,D,Muni,687,6,6,-1,686,6,607,45,17,8,0,9,0,0,0,686,
2023,1560,Darlington Municipal Water And Sewer Utility,C,Muni,1230,172,109,-21,1272,0,923,127,14,47,0,12,0,112,34,1272,
2023,1570,Deerfield Water Utility,C,Muni,1199,17,22,-8,1186,0,1048,62,14,20,0,25,0,17,0,1186,
2023,1580,DeForest Municipal Water Utility,C,Muni,4190,113,0,-2,4301,32,3759,255,47,37,0,81,0,122,0,4301,
2023,1590,Delavan Water and Sewage Commission,C,Muni,3130,246,347,-1,3028,397,2487,361,25,36,0,81,0,27,0,3028,
2023,1595,Delafield Municipal Water Utility,D,Muni,137,5,1,-33,108,16,2,81,0,9,0,16,0,0,0,108,
2023,1600,Denmark Municipal Water Utility,D,Muni,1102,2,14,1,1091,9,906,74,12,17,0,18,0,47,8,1091,
2023,1610,De Pere Water Department,AB,Muni,10783,158,67,0,10874,159,9759,662,108,85,0,112,0,145,3,10874,
2023,1615,Ledgeview Sanitary District No 2,C,Sani,2797,50,7,0,2840,56,2544,134,0,6,0,88,0,64,0,2840,
2023,1620,Dickeyville Water Utility,D,Muni,490,49,50,0,489,33,411,53,2,9,0,0,0,14,0,489,
2023,1645,Dodge Sanitary District #1,D,Sani,58,0,0,0,58,0,46,2,0,0,0,4,0,6,0,58,
2023,1650,Dodgeville Water Utility,C,Muni,2293,1,0,0,2294,8,1901,214,10,42,0,35,0,92,0,2294,
2023,1660,Village of Dorchester Water Utility,D,Muni,410,0,0,3,413,6,309,50,25,5,0,0,0,8,0,413,
2023,1670,Dousman Water Utility,D,Muni,803,6,0,4,813,0,717,64,7,12,0,8,0,5,0,813,
2023,1675,Downsville Sanitary District No 1,D,Sani,96,0,1,0,95,0,74,16,0,4,0,0,0,1,0,95,
2023,1680,Dresser Municipal Water Utility,D,Muni,492,3,0,0,495,7,336,34,9,13,0,5,0,6,92,495,
2023,1685,Drummond Sanitary District 1,D,Sani,153,5,27,0,131,0,105,8,2,10,0,1,0,5,0,131,
2023,1690,Durand Municipal Water Utility,D,Muni,975,2,2,0,975,12,739,122,2,31,0,12,0,69,0,975,
2023,1700,Village of Eagle Municipal Water Utility,D,Muni,890,65,51,0,904,0,792,31,4,8,0,5,0,64,0,904,
2023,1710,Eagle River Light And Water Commission,AB,Muni,1401,5,52,0,1354,77,734,328,0,24,0,0,0,227,41,1354,
2023,1720,Eastman Water Utility,D,Muni,178,7,9,0,176,7,124,23,0,6,0,2,0,21,0,176,
2023,1730,Village of East Troy Municipal Water Utility,C,Muni,1590,14,7,1,1598,21,1295,137,33,30,0,65,0,26,9,1598,
2023,1735,East Troy Sanitary District #3,D,Sani,20,0,0,0,20,0,18,1,1,0,0,0,0,0,0,20,
2023,1740,Eau Claire Municipal Water Utility,AB,Muni,30010,997,1867,301,29441,3214,26121,2041,106,146,0,525,0,484,18,29441,
2023,1750,Edgar Municipal Water Utility,D,Muni,539,95,85,-1,548,5,459,61,0,16,0,0,0,12,0,548,
2023,1760,Edgerton Municipal Water Utility,C,Muni,2378,197,93,-1,2481,3,1672,159,16,26,0,493,0,115,0,2481,
2023,1770,Elcho Sanitary District No 1,D,Sani,225,0,0,-8,217,0,164,33,5,6,0,2,0,7,0,217,
2023,1780,Eleva Municipal Water Utility,D,Muni,296,10,2,0,304,0,256,31,0,5,0,0,0,12,0,304,
2023,1790,Elkhart Lake Water Department,D,Muni,752,94,22,0,824,34,569,64,8,17,0,60,0,106,0,824,
2023,1800,Elkhorn Light And Water,AB,Muni,4444,422,468,14,4412,0,3501,476,31,58,0,50,0,290,6,4412,
2023,1810,Elk Mound Municipal Water and Sewer Utility,D,Muni,363,46,0,0,409,0,350,33,0,10,0,0,0,16,0,409,
2023,1820,Ellsworth Municipal Water And Sewer Utility,C,Muni,1514,0,0,0,1514,25,1070,158,8,40,0,38,0,200,0,1514,
2023,1830,Elmwood Municipal Water Utility,D,Muni,399,8,0,-8,399,0,301,46,3,16,0,5,0,4,24,399,
2023,1850,Elroy Municipal Electric And Water Utility,C,Muni,648,32,26,0,654,32,539,70,8,16,0,6,0,13,2,654,
2023,1860,Embarrass Water And Sewer Utility,D,Muni,180,0,9,0,171,0,152,13,0,1,0,1,0,4,0,171,
2023,1870,Ettrick Municipal Water And Sewer Utility,D,Muni,248,0,0,12,260,0,190,26,2,12,0,11,0,19,0,260,
